,title,ingredients,directions,link,source,NER
997751,"Broccoli ""It'S Addictive"" Crack Salad","[""5 cups broccoli florets"", ""1 (2 1/2-3 ounce) bag bacon pieces"", ""1/2 cup chopped dried apricot"", ""1/2 cup raisins or 1/2 cup craisins"", ""1/2 onion, diced 1/4-inch pieces"", ""1 cup pecan pieces"", ""2 tablespoons honey"", ""1/2 cup shredded sharp cheddar cheese"", ""1 cup mayonnaise (Master Foods or Hellmans)"", ""1/4 cup honey"", ""1 tablespoon apple cider vinegar or 1 tablespoon rice vinegar"", ""1/2 teaspoon garlic powder"", ""1 teaspoon sesame oil""]","[""Put the broccoli, bacon bits (you can also use Baco's/aka Fake-on if you want to go all out veggie), dried apricots, raisins, chopped onions, and sharp shredded cheddar cheese into a large salad bowl."", ""To prepare the toasted nuts. Place the chopped nuts into a medium fry pan over medium heat for 5 mins, stirring frequently. Drizzle the 2 tablespoons of honey over the nuts and turn heat to high, stirring and coating the pecans (or sunflower seeds, or peanuts) for 3 mins and then let them cool."", ""Add nut pieces to the other solid ingredients in large bowl."", ""Dressing: Pour the last five ingredients into a small bowl with a fork till well incorporated. Pour over salad and toss. Cover salad and let it rest in the fridge for at least 3 hours to let the flavors meld."", ""ADDITION IDEAS: You can also add halved grapes, chopped apples, crumbled uncooked ramen noodles, canned mandarin segments, crumbled feta or blue cheese -- .""]",www.food.com/recipe/broccoli-quot-its-addictive-quot-crack-salad-515675,Gathered,"[""broccoli florets"", ""bacon"", ""apricot"", ""raisins"", ""onion"", ""pecan"", ""honey"", ""shredded sharp cheddar cheese"", ""mayonnaise"", ""honey"", ""apple cider vinegar"", ""garlic powder"", ""sesame oil""]"
997794,Crunchy Asian Ramen Cole Slaw,"[""1/2 head cabbage"", ""1/2 cup butter"", ""1/2 cup slivered almonds"", ""1/4 cup white sesame seeds"", ""6 ounces ramen noodles"", ""1 cup canola oil"", ""1/2 cup vinegar"", ""3 tablespoons soy sauce"", ""1/2 cup Splenda sugar substitute or 1/2 cup sugar""]","[""Whisk together canola oil, vinegar, soy sauce and splenda. Set aside."", ""Melt 1 stick of butter."", ""While butter is melting crush dry raman noodles into bite size pieces. Remove the seasoning pack and discard (I reserve the seasoning for use in other dishes)."", ""Add to the melted butter almonds, sesame seeds, and dry raman noodles. Cook until browned."", ""Shred 1/2 of the head of cabbage and set aside."", ""When ready to serve pour browned noodles, almonds and seeds into shredded cabbage toss. Add the slaw sauce and toss again.""]",www.food.com/recipe/crunchy-asian-ramen-cole-slaw-208476,Gathered,"[""cabbage"", ""butter"", ""almonds"", ""white sesame seeds"", ""ramen noodles"", ""canola oil"", ""vinegar"", ""soy sauce"", ""Splenda sugar substitute""]"
997892,Asian Cole Slaw,"[""2 (3 ounce) packages beef-flavor ramen noodles"", ""2 (8 1/2 ounce) packages coleslaw mix"", ""1 cup sliced almonds, toasted"", ""1 cup sunflower seeds"", ""1 bunch green onion, chopped"", ""1/2 cup sugar"", ""3/4 cup vegetable oil"", ""1/3 cup white vinegar""]","[""Remove flavor packets from soup mix, and set aside; crush noodles."", ""Place noodles in bottom of a large bowl."", ""Top with slaw mix; sprinkle with almonds, sunflower kernels and green onions."", ""Whisk together contents of flavor packets, sugar, oil, and vinegar and pour over slaw."", ""Cover and chill 24 hours."", ""Toss before serving.""]",www.food.com/recipe/asian-cole-slaw-103434,Gathered,"[""beef-flavor"", ""coleslaw mix"", ""almonds"", ""sunflower seeds"", ""green onion"", ""sugar"", ""vegetable oil"", ""white vinegar""]"
999796,Random Foo Asian Soup,"[""1 (16 ounce) package egg noodles or (16 ounce) package ramen noodles"", ""3 dried shiitake mushrooms"", ""1 stalk green onion, chopped"", ""1/4 cup chopped fresh cilantro"", ""1/4 lb shrimp, peeled, tail-on"", ""1 tom yam broth cubes"", ""2 cups water"", ""1/2 cup snow peas, ends trimmed, cut in half diagonally"", ""1/2 celery, sliced thinly on the diagonal"", ""1 tomatoes, cut into 1/2-inch pieces"", ""1 (4 ounce) can light coconut milk (to taste)"", ""1 teaspoon vegetable oil"", ""1 -2 tablespoon thai kitchen roasted red chili paste (or similar)"", ""3 dashes thai kitchen premium fish sauce"", ""1/2 teaspoon oyster sauce"", ""1/2 teaspoon soy sauce (to taste)"", ""1/4 teaspoon sambal oelek chili paste (to taste)""]","[""Soak the mushrooms in 1/2-3/4 cup of boiling water."", ""Soak the noodles in 2 cups of boiling water for 2-5 minutes (depending on package instructions). Drain (reserving soaking water), rinse with cold water to stop cooking, drain well and split between two large eating bowls."", ""Put noodle-soaking water in pot and add tom yam stock, medium heat. Once cube/stock is dissolved, add oyster sauce and fish sauce. Keep on low heat."", ""Gently squeeze excess liquid out from mushrooms, reserving liquid. Slice thinly. Add mushroom liquid to broth."", ""In a small wok over high heat, add vegetable oil. Add chili paste and shrimp. Saute until half-done, then add sliced celery and mushrooms. Saute for another minute and add tomato and snow peas. Saute until peas just barely cooked. Remove from heat and split veggies between bowls, over noodles."", ""Pour hot broth over noodles &amp; veggies. Add a splash of coconut milk. Sprinkle green onions and cilantro liberally. Enjoy! :o).""]",www.food.com/recipe/random-foo-asian-soup-220181,Gathered,"[""egg noodles"", ""shiitake mushrooms"", ""green onion"", ""fresh cilantro"", ""shrimp"", ""water"", ""snow peas"", ""celery"", ""tomatoes"", ""light coconut milk"", ""vegetable oil"", ""thai kitchen"", ""fish sauce"", ""oyster sauce"", ""soy sauce"", ""sambal oelek chili paste""]"
999972,Mabo Ramen,"[""Sauce"", ""1/2 tablespoon fermented black beans"", ""2 tablespoons chili bean paste"", ""1/2 tablespoon shaoxing wine or 1/2 tablespoon dry sherry"", ""1 teaspoon soy sauce"", ""1 teaspoon sesame oil"", ""1 teaspoon sugar"", ""1/2 teaspoon ground sichuan pepper"", ""Ramen"", ""1 tablespoon peanut oil or 1 tablespoon vegetable oil"", ""4 ounces ground pork or 4 ounces ground beef"", ""2 scallions, white green parts separated chopped"", ""1 garlic clove, minced"", ""1 teaspoon fresh ginger, minced"", ""3 cups chicken stock"", ""1 lb tofu, drained cut into 1-inch cubes (medium or firm)"", ""2 (4 ounce) packets instant ramen noodles (discard flavor packets)""]","[""In a small bowl, mash the fermented black beans with the back of a spoon. Stir the mashed black beans with the chili bean paste, rice wine, soy sauce, sesame oil, sugar, and Sichuan pepper. Set aside."", ""Heat a wok or large skillet over high heat until a bead of water sizzles and evaporates on contact. Add the oil and swirl to coat the base. Add the meat and stir-fry for 2 minutes until no longer pink, breaking up the meat with a spatula."", ""Reduce the heat to medium, then add the scallion whites, garlic, and ginger. Stir-fry briefly until fragrant, about 30 seconds."", ""Add the black bean mixture and chicken broth. Bring the liquid to a boil, then reduce to a simmer. Add the tofu cubes. Allow the broth to simmer for about 5 minutes."", ""While the broth is simmering, cook the ramen according to package instructions. Divide the ramen into individual bowls."", ""Season the mapo tofu broth with salt and pepper. Ladle the broth over the ramen and garnish with scallion greens.""]",www.food.com/recipe/mabo-ramen-513257,Gathered,"[""Sauce"", ""fermented black beans"", ""chili bean paste"", ""shaoxing wine"", ""soy sauce"", ""sesame oil"", ""sugar"", ""ground sichuan pepper"", ""Ramen"", ""peanut oil"", ""ground pork"", ""scallions"", ""garlic"", ""fresh ginger"", ""chicken stock"", ""packets instant ramen noodles""]"
1000035,Crunchy Noodle Salad  *Award Winning*,"[""1 (12 ounce) coleslaw mix (or you can simply shred a head of cabbage)"", ""2 (3 ounce) packages oriental-flavor instant ramen noodles, other flavors are good too"", ""1 bunch green onion, chopped"", ""4 ounces sesame seeds, toasted (optional)"", ""4 ounces slivered almonds, toasted"", ""1/2 cup vegetable oil (olive oil will get solid in refrigerator) or 1/2 cup sesame (olive oil will get solid in refrigerator)"", ""1/3 cup white wine vinegar or 1/3 cup cider vinegar"", ""1/4 cup sugar or 1/4 cup Splenda granular""]","[""Place sesame and almonds on a microwave safe plate and cook until browned. About 1 minute-Watch carefully! Allow to cool."", ""Mix cabbage, sesame and almonds together in a large bowl."", ""Dressing: Mix the spice packets from the noodles with the green onions, oil, vinegar and sugar. Shake or stir until well blended."", ""Refrigerate separately until ready to serve."", ""When ready to serve:"", ""Break RAW ramen noodles into small pieces and mix into cabbage mixture. DO NOT COOK NOODLES!"", ""Pour dressing over cabbage and noodles and mix well."", ""NOTE: Can be made a meal by adding some cooked shredded chicken or thawed frozen salad shrimp. Experiment!"", ""Toasting the seeds and nuts brings out the flavor- You can also add the RAW noodles to the toasting step for more added flavor.""]",www.food.com/recipe/crunchy-noodle-salad-award-winning-136834,Gathered,"[""cabbage"", ""oriental-flavor"", ""green onion"", ""sesame seeds"", ""almonds"", ""vegetable oil"", ""white wine vinegar"", ""sugar""]"
1000832,Vietnamese Ramen Salad,"[""1/2 head green cabbage, finely chopped"", ""4 green onions, finely chopped"", ""1/2 bunch fresh curly-leaf parsley"", ""2 tablespoons sugar"", ""1 teaspoon salt"", ""1/2 teaspoon black pepper"", ""1/2 cup olive oil or 1/2 cup vegetable oil"", ""3 tablespoons white balsamic vinegar"", ""1 (3 ounce) package chicken-flavored ramen noodles, uncooked"", ""2 ounces slivered almonds""]","[""Combine cabbage, green onions, parsley and coarsly crumbled uncooked ramen noodles."", ""Whisk together sugar, salt, black pepper, olive oil, vinegar and flavor packet from ramen noodle soup."", ""Pour dressing over salad and toss to combine. Chill at least 2 hours (even better overnight) before serving."", ""Add slivered almonds just before serving.""]",www.food.com/recipe/vietnamese-ramen-salad-522231,Gathered,"[""green cabbage"", ""green onions"", ""parsley"", ""sugar"", ""salt"", ""black pepper"", ""olive oil"", ""white balsamic vinegar"", ""ramen noodles"", ""almonds""]"
1001685,Thai Chicken Saute With Basil & Mandarins,"[""2 cups water"", ""1 (85 g) package ramen noodles"", ""2 tablespoons sesame seed oil"", ""2 cups onions, roughly chopped"", ""1 tablespoon sambal oelek"", ""2 teaspoons garlic, minced"", ""2 cups sweet red peppers, roughly chopped"", ""1 cup carrot, julienne"", ""2 cups cubed cooked chicken breasts"", ""1 tablespoon freeze dried basil"", ""1 teaspoon salt"", ""1 teaspoon fresh ground black pepper"", ""2 (170 ml) cans mandarin oranges, drained""]","[""In a medium saucepan, bring water to boil. Add noodles, cover and remove from heat. Allow 10 - 15 minutes for softening, then drain. Set aside."", ""In a large skillet, heat oil. Add onions and sambal olek. Saute until onions are slightly transparent."", ""To the onions add red peppers, carrots and garlic. Continue to saute until peppers are just beginning to soften."", ""Add chicken, basil, salt and pepper. Stir until chicken is heated through."", ""Add orange pieces and the drained noodles. Toss gently until heated through.""]",www.food.com/recipe/thai-chicken-saute-with-basil-mandarins-336764,Gathered,"[""water"", ""ramen noodles"", ""sesame seed oil"", ""onions"", ""sambal oelek"", ""garlic"", ""sweet red peppers"", ""carrot"", ""chicken breasts"", ""basil"", ""salt"", ""fresh ground black pepper"", ""mandarin oranges""]"
1002248,Asian Strawberry Salad With Dressing,"[""For Salad"", ""1 cup chopped walnuts"", ""1 package Top Ramen noodles (Any Flavor, Do not use flavoring)"", ""4 tablespoons butter"", ""1 bunch broccoli, coarsley chopped"", ""1 romaine lettuce hearts, coarsley chopped"", ""2 cups fresh salad spinach"", ""4 green onions, chopped"", ""1 cup fresh strawberries, sliced"", ""For Dressing"", ""1 cup vegetable oil"", ""1 cup sugar"", ""1/2 cup white wine vinegar"", ""1 tablespoon soy sauce"", ""1 dash salt and pepper""]","[""For Dressing:"", ""Mix all ingredients together well and cover."", ""Refrigerate for at least an hour before serving."", ""For Salad:"", ""Open package of Ramen noodles and throw out seasoning pouch."", ""In a large sauce pan melt butter and add walnuts."", ""Break ramen noodles into bite size pieces and add to sauce pan."", ""Lightly brown walnuts and noodles in butter, stirring constantly (burns easily)."", ""Remove sauce pan from heat and set aside."", ""Lightly toss chopped broccoli, lettuce, spinach, onions and strawberries in a large salad bowl."", ""Pour the warm contents of the sauce pan over the salad and mix lightly to gently wilt the lettuce."", ""Serve immediately with dressing.""]",www.food.com/recipe/asian-strawberry-salad-with-dressing-418803,Gathered,"[""walnuts"", ""Ramen noodles"", ""butter"", ""broccoli"", ""romaine lettuce hearts"", ""fresh salad spinach"", ""green onions"", ""fresh strawberries"", ""vegetable oil"", ""sugar"", ""white wine vinegar"", ""soy sauce"", ""salt""]"
1002261,Nutty Ramen Broccoli Slaw,"[""1 (3 ounce) package ramen noodles"", ""1 (16 ounce) package broccoli slaw mix"", ""1 cup purple onion, chopped"", ""1 1/2 cups broccoli florets"", ""1 (6 ounce) can ripe olives, drained and sliced"", ""1/2 cup sunflower seeds, toasted"", ""1/2 cup slivered almonds, toasted"", ""1/2 cup sugar"", ""1/2 cup cider vinegar"", ""1/2 cup olive oil""]","[""set aside the seasoning for the noodles, crush, place in bowl for later use."", ""Put slaw mix, sunflower kernels, almonds, olives, onions, and broccoli in large bowl, mix. next combine sugar (I use a little less sugar), vinegar, and oil in jar and contents of seasoning package, shake well. Drizzle over salad and add the crushed noodles, toss to coat and serve immediately -- uummmm goood!""]",www.food.com/recipe/nutty-ramen-broccoli-slaw-291380,Gathered,"[""ramen noodles"", ""broccoli slaw"", ""purple onion"", ""broccoli florets"", ""ripe olives"", ""sunflower seeds"", ""slivered almonds"", ""sugar"", ""cider vinegar"", ""olive oil""]"
